,country_name,state_name,Zip,As of Date,health_risk_type_description,toxin_type_name,toxin_type_cd,toxin_limit_unit,toxin_limit_value,utility_id
14725,Windham,Vermont,50025,2020-12-31,Reproductive difficulties; liver problems; increased risk of cancer,DI(2-ETHYLHEXYL) PHTHALATE,2039,MG/L,0.0060000000000000001,IA1415072
14726,Windham,Vermont,50025,2020-12-31,Liver problems,PICLORAM,2040,MG/L,0.5,IA1415072
14727,Windham,Vermont,50025,2020-12-31,Cardiovascular system or reproductive problems,ATRAZINE,2050,MG/L,0.0030000000000000001,IA1415072
14728,Windham,Vermont,50025,2020-12-31,"Kidney, liver, or adrenal gland problems","2,4-D",2105,MG/L,0.070000000000000007,IA1415072
14729,Windham,Vermont,50025,2020-12-31,Liver or kidney problems; increased cancer risk,PENTACHLOROPHENOL,2326,MG/L,0.001,IA1415072
14730,Windham,Vermont,50025,2020-12-31,Changes in adrenal glands,"1,2,4-TRICHLOROBENZENE",2378,MG/L,0.070000000000000007,IA1415072
14731,Windham,Vermont,50025,2020-12-31,Liver problems,"CIS-1,2-DICHLOROETHYLENE",2380,MG/L,0.070000000000000007,IA1415072
14732,Windham,Vermont,50025,2020-12-31,Nervous system damage,"XYLENES, TOTAL",2955,MG/L,10,IA1415072
14733,Windham,Vermont,50025,2020-12-31,Liver problems; increased risk of cancer,DICHLOROMETHANE,2964,MG/L,0.0050000000000000001,IA1415072
14734,Windham,Vermont,50025,2020-12-31,"Liver, kidney, or circulatory system problems",O-DICHLOROBENZENE,2968,MG/L,0.59999999999999998,IA1415072
14735,Windham,Vermont,50025,2020-12-31,"Anemia; liver, kidney, or spleen damage; changes in blood",P-DICHLOROBENZENE,2969,MG/L,0.074999999999999997,IA1415072
14736,Windham,Vermont,50025,2020-12-31,Increased risk of cancer,VINYL CHLORIDE,2976,MG/L,0.002,IA1415072
14737,Windham,Vermont,50025,2020-12-31,Liver problems,"1,1-DICHLOROETHYLENE",2977,MG/L,0.0070000000000000001,IA1415072
14738,Windham,Vermont,50025,2020-12-31,Liver problems,"TRANS-1,2-DICHLOROETHYLENE",2979,MG/L,0.10000000000000001,IA1415072
14739,Windham,Vermont,50025,2020-12-31,Increased risk of cancer,"1,2-DICHLOROETHANE",2980,MG/L,0.0050000000000000001,IA1415072
14740,Windham,Vermont,50025,2020-12-31,"Liver, nervous system, or circulatory problems","1,1,1-TRICHLOROETHANE",2981,MG/L,0.20000000000000001,IA1415072
14741,Windham,Vermont,50025,2020-12-31,Liver problems; increased risk of cancer,CARBON TETRACHLORIDE,2982,MG/L,0.0050000000000000001,IA1415072
14742,Windham,Vermont,50025,2020-12-31,Increased risk of cancer,"1,2-DICHLOROPROPANE",2983,MG/L,0.0050000000000000001,IA1415072
14743,Windham,Vermont,50025,2020-12-31,Liver problems; increased risk of cancer,TRICHLOROETHYLENE,2984,MG/L,0.0050000000000000001,IA1415072
14744,Windham,Vermont,50025,2020-12-31,"Liver, kidney, or immune system problems","1,1,2-TRICHLOROETHANE",2985,MG/L,0.0050000000000000001,IA1415072
14745,Windham,Vermont,50025,2020-12-31,Liver problems; increased risk of cancer,TETRACHLOROETHYLENE,2987,MG/L,0.0050000000000000001,IA1415072
14746,Windham,Vermont,50025,2020-12-31,Liver or kidney problems,CHLOROBENZENE,2989,MG/L,0.10000000000000001,IA1415072
14747,Windham,Vermont,50025,2020-12-31,Anemia; decrease in blood platelets; increased risk of cancer,BENZENE,2990,MG/L,0.0050000000000000001,IA1415072
14748,Windham,Vermont,50025,2020-12-31,"Nervous system, kidney, or liver problems",TOLUENE,2991,MG/L,1,IA1415072
14749,Windham,Vermont,50025,2020-12-31,Liver or kidney problems,ETHYLBENZENE,2992,MG/L,0.69999999999999996,IA1415072
14750,Windham,Vermont,50025,2020-12-31,"Liver, kidney, or circulatory system problems",STYRENE,2996,MG/L,0.10000000000000001,IA1415072
14751,Windham,Vermont,50025,2020-12-31,Short-term exposure: Gastrointestinal distress. Long- term exposure: Liver or kidney damage. People with Wilson’s Disease should consult their personal doctor if the amount of copper in their water exceeds the action level,"COPPER, FREE",1022,TT; Action Level=1.3,1.3,IA8335029
14752,Windham,Vermont,50025,2020-12-31,Infants and children: Delays in physical or mental development; children could show slight deficits in attention span and learning abilities; Adults: Kidney problems; high blood pressure,LEAD,1030,TT; Action Level,0.014999999999999999,IA8335029
14753,Windham,Vermont,50025,2020-12-31,"Skin damage or problems with circulatory systems, and may have increased risk of getting cancer",ARSENIC,1005,MG/L,0.01,IA1415072
14754,Windham,Vermont,50025,2020-12-31,"Infants below the age of six months who drink water containing nitrate in excess of the MCL could become seriously ill and, if untreated, may die. Symptoms include shortness of breath and blue-baby syndrome.",NITRATE,1040,MG/L,10,IA1415072
14755,Windham,Vermont,50025,2020-12-31,Increased risk of cancer,TOTAL HALOACETIC ACIDS (HAA5),2456,MG/L,0.059999999999999998,IA8335029
14756,Windham,Vermont,50025,2020-12-31,"Liver, kidney, or central nervous system problems; increased risk of cancer",TTHM,2950,MG/L,0.080000000000000002,IA8300184
14757,Windham,Vermont,50025,2020-12-31,Bone disease (pain and tenderness of the bones); children may get mottled teeth,FLUORIDE,1025,MG/L,4,IA1400902
14758,Windham,Vermont,50025,2020-12-31,Increased risk of cancer,COMBINED RADIUM (-226 & -228),4010,pCi/L,5,IA1415072
14759,Windham,Vermont,50025,2020-12-31,,RADIUM-226,4020,MG/L,0,IA1415072
14760,Windham,Vermont,50025,2020-12-31,,RADIUM-228,4030,MG/L,0,IA1415072
14761,Windham,Vermont,50025,2020-12-31,Cataracts,DIQUAT,2032,MG/L,0.02,IA1415072
14762,Windham,Vermont,50025,2020-12-31,Kidney problems; reproductive difficulties,GLYPHOSATE,2034,MG/L,0.69999999999999996,IA1415072
14763,Windham,Vermont,50025,2020-12-31,"Weight loss, liver problems, or possible reproductive difficulties",DI(2-ETHYLHEXYL) ADIPATE,2035,MG/L,0.40000000000000002,IA1415072
14764,Windham,Vermont,50025,2020-12-31,Problems with blood,SIMAZINE,2037,MG/L,0.0040000000000000001,IA1415072
14765,Windham,Vermont,50025,2020-12-31,Reproductive difficulties; liver problems; increased risk of cancer,DI(2-ETHYLHEXYL) PHTHALATE,2039,MG/L,0.0060000000000000001,IA1415072
14766,Windham,Vermont,50025,2020-12-31,Liver problems,PICLORAM,2040,MG/L,0.5,IA1415072
14767,Windham,Vermont,50025,2020-12-31,Cardiovascular system or reproductive problems,ATRAZINE,2050,MG/L,0.0030000000000000001,IA1415072
14768,Windham,Vermont,50025,2020-12-31,"Kidney, liver, or adrenal gland problems","2,4-D",2105,MG/L,0.070000000000000007,IA1415072
14769,Windham,Vermont,50025,2020-12-31,Liver or kidney problems; increased cancer risk,PENTACHLOROPHENOL,2326,MG/L,0.001,IA1415072
14770,Windham,Vermont,50025,2020-12-31,Changes in adrenal glands,"1,2,4-TRICHLOROBENZENE",2378,MG/L,0.070000000000000007,IA1415072
14771,Windham,Vermont,50025,2020-12-31,Liver problems,"CIS-1,2-DICHLOROETHYLENE",2380,MG/L,0.070000000000000007,IA1415072
14772,Windham,Vermont,50025,2020-12-31,Nervous system damage,"XYLENES, TOTAL",2955,MG/L,10,IA1415072
14773,Windham,Vermont,50025,2020-12-31,Liver problems; increased risk of cancer,DICHLOROMETHANE,2964,MG/L,0.0050000000000000001,IA1415072
14774,Windham,Vermont,50025,2020-12-31,"Liver, kidney, or circulatory system problems",O-DICHLOROBENZENE,2968,MG/L,0.59999999999999998,IA1415072
14775,Windham,Vermont,50025,2020-12-31,"Anemia; liver, kidney, or spleen damage; changes in blood",P-DICHLOROBENZENE,2969,MG/L,0.074999999999999997,IA1415072
14776,Windham,Vermont,50025,2020-12-31,Increased risk of cancer,VINYL CHLORIDE,2976,MG/L,0.002,IA1415072
14777,Windham,Vermont,50025,2020-12-31,Liver problems,"1,1-DICHLOROETHYLENE",2977,MG/L,0.0070000000000000001,IA1415072
14778,Windham,Vermont,50025,2020-12-31,Liver problems,"TRANS-1,2-DICHLOROETHYLENE",2979,MG/L,0.10000000000000001,IA1415072
14779,Windham,Vermont,50025,2020-12-31,Increased risk of cancer,"1,2-DICHLOROETHANE",2980,MG/L,0.0050000000000000001,IA1415072
14780,Windham,Vermont,50025,2020-12-31,"Liver, nervous system, or circulatory problems","1,1,1-TRICHLOROETHANE",2981,MG/L,0.20000000000000001,IA1415072
14781,Windham,Vermont,50025,2020-12-31,Liver problems; increased risk of cancer,CARBON TETRACHLORIDE,2982,MG/L,0.0050000000000000001,IA1415072
14782,Windham,Vermont,50025,2020-12-31,Increased risk of cancer,"1,2-DICHLOROPROPANE",2983,MG/L,0.0050000000000000001,IA1415072
14783,Windham,Vermont,50025,2020-12-31,Liver problems; increased risk of cancer,TRICHLOROETHYLENE,2984,MG/L,0.0050000000000000001,IA1415072
14784,Windham,Vermont,50025,2020-12-31,"Liver, kidney, or immune system problems","1,1,2-TRICHLOROETHANE",2985,MG/L,0.0050000000000000001,IA1415072
14785,Windham,Vermont,50025,2020-12-31,Liver problems; increased risk of cancer,TETRACHLOROETHYLENE,2987,MG/L,0.0050000000000000001,IA1415072
14786,Windham,Vermont,50025,2020-12-31,Liver or kidney problems,CHLOROBENZENE,2989,MG/L,0.10000000000000001,IA1415072
14787,Windham,Vermont,50025,2020-12-31,Anemia; decrease in blood platelets; increased risk of cancer,BENZENE,2990,MG/L,0.0050000000000000001,IA1415072
14788,Windham,Vermont,50025,2020-12-31,"Nervous system, kidney, or liver problems",TOLUENE,2991,MG/L,1,IA1415072
14789,Windham,Vermont,50025,2020-12-31,Liver or kidney problems,ETHYLBENZENE,2992,MG/L,0.69999999999999996,IA1415072
14790,Windham,Vermont,50025,2020-12-31,"Liver, kidney, or circulatory system problems",STYRENE,2996,MG/L,0.10000000000000001,IA1415072
14791,Windham,Vermont,50025,2020-12-31,Short-term exposure: Gastrointestinal distress. Long- term exposure: Liver or kidney damage. People with Wilson’s Disease should consult their personal doctor if the amount of copper in their water exceeds the action level,"COPPER, FREE",1022,TT; Action Level=1.3,1.3,IA8335029
14792,Windham,Vermont,50025,2020-12-31,Infants and children: Delays in physical or mental development; children could show slight deficits in attention span and learning abilities; Adults: Kidney problems; high blood pressure,LEAD,1030,TT; Action Level,0.014999999999999999,IA8335029
14793,Windham,Vermont,50025,2020-12-31,"Skin damage or problems with circulatory systems, and may have increased risk of getting cancer",ARSENIC,1005,MG/L,0.01,IA1415072
14794,Windham,Vermont,50025,2020-12-31,"Infants below the age of six months who drink water containing nitrate in excess of the MCL could become seriously ill and, if untreated, may die. Symptoms include shortness of breath and blue-baby syndrome.",NITRATE,1040,MG/L,10,IA1415072
14795,Windham,Vermont,50025,2020-12-31,Increased risk of cancer,TOTAL HALOACETIC ACIDS (HAA5),2456,MG/L,0.059999999999999998,IA8335029
14796,Windham,Vermont,50025,2020-12-31,"Liver, kidney, or central nervous system problems; increased risk of cancer",TTHM,2950,MG/L,0.080000000000000002,IA8300184
14797,Windham,Vermont,50025,2020-12-31,Bone disease (pain and tenderness of the bones); children may get mottled teeth,FLUORIDE,1025,MG/L,4,IA1400902
14798,Windham,Vermont,50025,2020-12-31,Increased risk of cancer,COMBINED RADIUM (-226 & -228),4010,pCi/L,5,IA1415072
14799,Windham,Vermont,50025,2020-12-31,,RADIUM-226,4020,MG/L,0,IA1415072
14800,Windham,Vermont,50025,2020-12-31,,RADIUM-228,4030,MG/L,0,IA1415072
14801,Windham,Vermont,50025,2020-12-31,Cataracts,DIQUAT,2032,MG/L,0.02,IA1415072
14802,Windham,Vermont,50025,2020-12-31,Kidney problems; reproductive difficulties,GLYPHOSATE,2034,MG/L,0.69999999999999996,IA1415072
14803,Windham,Vermont,50025,2020-12-31,"Weight loss, liver problems, or possible reproductive difficulties",DI(2-ETHYLHEXYL) ADIPATE,2035,MG/L,0.40000000000000002,IA1415072
14804,Windham,Vermont,50025,2020-12-31,Problems with blood,SIMAZINE,2037,MG/L,0.0040000000000000001,IA1415072
14805,Windham,Vermont,50025,2020-12-31,Reproductive difficulties; liver problems; increased risk of cancer,DI(2-ETHYLHEXYL) PHTHALATE,2039,MG/L,0.0060000000000000001,IA1415072
14806,Windham,Vermont,50025,2020-12-31,Liver problems,PICLORAM,2040,MG/L,0.5,IA1415072
14807,Windham,Vermont,50025,2020-12-31,Cardiovascular system or reproductive problems,ATRAZINE,2050,MG/L,0.0030000000000000001,IA1415072
14808,Windham,Vermont,50025,2020-12-31,"Kidney, liver, or adrenal gland problems","2,4-D",2105,MG/L,0.070000000000000007,IA1415072
14809,Windham,Vermont,50025,2020-12-31,Liver or kidney problems; increased cancer risk,PENTACHLOROPHENOL,2326,MG/L,0.001,IA1415072
14810,Windham,Vermont,50025,2020-12-31,Changes in adrenal glands,"1,2,4-TRICHLOROBENZENE",2378,MG/L,0.070000000000000007,IA1415072
14811,Windham,Vermont,50025,2020-12-31,Liver problems,"CIS-1,2-DICHLOROETHYLENE",2380,MG/L,0.070000000000000007,IA1415072
14812,Windham,Vermont,50025,2020-12-31,Nervous system damage,"XYLENES, TOTAL",2955,MG/L,10,IA1415072
14813,Windham,Vermont,50025,2020-12-31,Liver problems; increased risk of cancer,DICHLOROMETHANE,2964,MG/L,0.0050000000000000001,IA1415072
14814,Windham,Vermont,50025,2020-12-31,"Liver, kidney, or circulatory system problems",O-DICHLOROBENZENE,2968,MG/L,0.59999999999999998,IA1415072
14815,Windham,Vermont,50025,2020-12-31,"Anemia; liver, kidney, or spleen damage; changes in blood",P-DICHLOROBENZENE,2969,MG/L,0.074999999999999997,IA1415072
14816,Windham,Vermont,50025,2020-12-31,Increased risk of cancer,VINYL CHLORIDE,2976,MG/L,0.002,IA1415072
14817,Windham,Vermont,50025,2020-12-31,Liver problems,"1,1-DICHLOROETHYLENE",2977,MG/L,0.0070000000000000001,IA1415072
14818,Windham,Vermont,50025,2020-12-31,Liver problems,"TRANS-1,2-DICHLOROETHYLENE",2979,MG/L,0.10000000000000001,IA1415072
14819,Windham,Vermont,50025,2020-12-31,Increased risk of cancer,"1,2-DICHLOROETHANE",2980,MG/L,0.0050000000000000001,IA1415072
14820,Windham,Vermont,50025,2020-12-31,"Liver, nervous system, or circulatory problems","1,1,1-TRICHLOROETHANE",2981,MG/L,0.20000000000000001,IA1415072
14821,Windham,Vermont,50025,2020-12-31,Liver problems; increased risk of cancer,CARBON TETRACHLORIDE,2982,MG/L,0.0050000000000000001,IA1415072
14822,Windham,Vermont,50025,2020-12-31,Increased risk of cancer,"1,2-DICHLOROPROPANE",2983,MG/L,0.0050000000000000001,IA1415072
14823,Windham,Vermont,50025,2020-12-31,Liver problems; increased risk of cancer,TRICHLOROETHYLENE,2984,MG/L,0.0050000000000000001,IA1415072
14824,Windham,Vermont,50025,2020-12-31,"Liver, kidney, or immune system problems","1,1,2-TRICHLOROETHANE",2985,MG/L,0.0050000000000000001,IA1415072
14825,Windham,Vermont,50025,2020-12-31,Liver problems; increased risk of cancer,TETRACHLOROETHYLENE,2987,MG/L,0.0050000000000000001,IA1415072
14826,Windham,Vermont,50025,2020-12-31,Liver or kidney problems,CHLOROBENZENE,2989,MG/L,0.10000000000000001,IA1415072
14827,Windham,Vermont,50025,2020-12-31,Anemia; decrease in blood platelets; increased risk of cancer,BENZENE,2990,MG/L,0.0050000000000000001,IA1415072
14828,Windham,Vermont,50025,2020-12-31,"Nervous system, kidney, or liver problems",TOLUENE,2991,MG/L,1,IA1415072
14829,Windham,Vermont,50025,2020-12-31,Liver or kidney problems,ETHYLBENZENE,2992,MG/L,0.69999999999999996,IA1415072
14830,Windham,Vermont,50025,2020-12-31,"Liver, kidney, or circulatory system problems",STYRENE,2996,MG/L,0.10000000000000001,IA1415072
14831,Windham,Vermont,50025,2020-12-31,Short-term exposure: Gastrointestinal distress. Long- term exposure: Liver or kidney damage. People with Wilson’s Disease should consult their personal doctor if the amount of copper in their water exceeds the action level,"COPPER, FREE",1022,TT; Action Level=1.3,1.3,IA8335029
14832,Windham,Vermont,50025,2020-12-31,Infants and children: Delays in physical or mental development; children could show slight deficits in attention span and learning abilities; Adults: Kidney problems; high blood pressure,LEAD,1030,TT; Action Level,0.014999999999999999,IA8335029
14833,Windham,Vermont,50025,2020-12-31,"Skin damage or problems with circulatory systems, and may have increased risk of getting cancer",ARSENIC,1005,MG/L,0.01,IA1415072
14834,Windham,Vermont,50025,2020-12-31,"Infants below the age of six months who drink water containing nitrate in excess of the MCL could become seriously ill and, if untreated, may die. Symptoms include shortness of breath and blue-baby syndrome.",NITRATE,1040,MG/L,10,IA1415072
14835,Windham,Vermont,50025,2020-12-31,Increased risk of cancer,TOTAL HALOACETIC ACIDS (HAA5),2456,MG/L,0.059999999999999998,IA8335029
14836,Windham,Vermont,50025,2020-12-31,"Liver, kidney, or central nervous system problems; increased risk of cancer",TTHM,2950,MG/L,0.080000000000000002,IA8300184
14837,Windham,Vermont,50025,2020-12-31,Bone disease (pain and tenderness of the bones); children may get mottled teeth,FLUORIDE,1025,MG/L,4,IA1400902
14838,Windham,Vermont,50025,2020-12-31,Increased risk of cancer,COMBINED RADIUM (-226 & -228),4010,pCi/L,5,IA1415072
14839,Windham,Vermont,50025,2020-12-31,,RADIUM-226,4020,MG/L,0,IA1415072
14840,Windham,Vermont,50025,2020-12-31,,RADIUM-228,4030,MG/L,0,IA1415072
14841,Windham,Vermont,50025,2020-12-31,Cataracts,DIQUAT,2032,MG/L,0.02,IA1415072
14842,Windham,Vermont,50025,2020-12-31,Kidney problems; reproductive difficulties,GLYPHOSATE,2034,MG/L,0.69999999999999996,IA1415072
14843,Windham,Vermont,50025,2020-12-31,"Weight loss, liver problems, or possible reproductive difficulties",DI(2-ETHYLHEXYL) ADIPATE,2035,MG/L,0.40000000000000002,IA1415072
14844,Windham,Vermont,50025,2020-12-31,Problems with blood,SIMAZINE,2037,MG/L,0.0040000000000000001,IA1415072
14845,Windham,Vermont,50025,2020-12-31,Reproductive difficulties; liver problems; increased risk of cancer,DI(2-ETHYLHEXYL) PHTHALATE,2039,MG/L,0.0060000000000000001,IA1415072
14846,Windham,Vermont,50025,2020-12-31,Liver problems,PICLORAM,2040,MG/L,0.5,IA1415072
14847,Windham,Vermont,50025,2020-12-31,Cardiovascular system or reproductive problems,ATRAZINE,2050,MG/L,0.0030000000000000001,IA1415072
14848,Windham,Vermont,50025,2020-12-31,"Kidney, liver, or adrenal gland problems","2,4-D",2105,MG/L,0.070000000000000007,IA1415072
14849,Windham,Vermont,50025,2020-12-31,Liver or kidney problems; increased cancer risk,PENTACHLOROPHENOL,2326,MG/L,0.001,IA1415072
14850,Windham,Vermont,50025,2020-12-31,Changes in adrenal glands,"1,2,4-TRICHLOROBENZENE",2378,MG/L,0.070000000000000007,IA1415072
14851,Windham,Vermont,50025,2020-12-31,Liver problems,"CIS-1,2-DICHLOROETHYLENE",2380,MG/L,0.070000000000000007,IA1415072
14852,Windham,Vermont,50025,2020-12-31,Nervous system damage,"XYLENES, TOTAL",2955,MG/L,10,IA1415072
14853,Windham,Vermont,50025,2020-12-31,Liver problems; increased risk of cancer,DICHLOROMETHANE,2964,MG/L,0.0050000000000000001,IA1415072
